# JLPT N5 單字 繁體中文解釋（AI 翻譯，依日文與 tanos 英文解釋）
# 格式：單字<TAB>讀音<TAB>中文。單字和讀音要和 jamsinclair/n5.csv 完全一致；讀音留空代表跟單字一樣。
～中	～ちゅう	正在～中
丁度	ちょうど	剛好、正好
ちょっと	ちょっと	一點點；稍微
一日	ついたち	（每月）一日
使う	つかう	使用
疲れる	つかれる	累、疲倦
次	つぎ	下一個
着く	つく	到達
机	つくえ	書桌
作る	つくる	做、製作
つける	つける	打開（燈等）
勤める	つとめる	任職、工作
つまらない	つまらない	無聊的
冷たい	つめたい	冰冷的；冷淡的
強い	つよい	強的
手	て	手
テープ	テープ	錄音帶；膠帶
テープレコーダー	テープレコーダー	錄音機
テーブル	テーブル	桌子
出かける	でかける	出門
手紙	てがみ	信
できる	できる	會、能夠；完成
出口	でぐち	出口
テスト	テスト	考試、測驗
では	では	那麼
デパート	デパート	百貨公司
でも	でも	但是
出る	でる	出去；出現
テレビ	テレビ	電視
天気	てんき	天氣
電気	でんき	電；電燈
電車	でんしゃ	電車
電話	でんわ	電話
戸	と	門（日式）
～度	～ど	～次；～度
ドア	ドア	門（西式）
トイレ	トイレ	廁所
どう	どう	怎麼、如何
どうして	どうして	為什麼
どうぞ	どうぞ	請
動物	どうぶつ	動物
どうも	どうも	謝謝；總覺得
十	(〜を) とお	十（個）
遠い	とおい	遠的
十日	とおか	十天；（每月）十日
～時	～とき	～的時候
時々	ときどき	有時候
時計	とけい	時鐘、手錶
どこ	どこ	哪裡
所	ところ	地方
年	とし	年；年紀
図書館	としょかん	圖書館
どちら	どちら	哪一個、哪邊（禮貌說法）
どっち	どっち	哪一個、哪邊
とても	とても	非常
どなた	どなた	哪位
隣	となり	隔壁、旁邊
どの	どの	哪個
飛ぶ	とぶ	飛；跳
止まる	とまる	停下
友達	ともだち	朋友
土曜日	どようび	星期六
鳥	とり	鳥；雞
鶏肉	とりにく	雞肉
取る	とる	拿；修（課）；取得
撮る	とる	拍（照）、拍攝
どれ	どれ	哪一個
どんな	どんな	什麼樣的
ない	ない	沒有
ナイフ	ナイフ	刀子
中	なか	裡面；中間
長い	ながい	長的
鳴く	なく	（動物）叫
無くす	なくす	弄丟
なぜ	なぜ	為什麼
夏	なつ	夏天
夏休み	なつやすみ	暑假
～など	～など	～等等
七つ	ななつ	七個
何	なん; なに	什麼
七日	なのか	七天；（每月）七日
名前	なまえ	名字
習う	ならう	學習（跟人學）
並ぶ	ならぶ	排隊、排列（自動詞）
並べる	ならべる	排列、擺放（他動詞）
なる	なる	變成
何～	なん～	什麼～、幾～
二	に	二
にぎやか	にぎやか	熱鬧的
肉	にく	肉
西	にし	西方
～日	～にち	～日；～天
日曜日	にちようび	星期日
荷物	にもつ	行李
ニュース	ニュース	新聞
庭	にわ	庭院
～人	～にん	～人（人數）
脱ぐ	ぬぐ	脫（衣服）
温い	ぬるい	溫的、不夠熱的
ネクタイ	ネクタイ	領帶
猫	ねこ	貓
寝る	ねる	睡覺
～年	～ねん	～年
ノート	ノート	筆記本
登る	のぼる	爬、登
飲み物	のみもの	飲料
飲む	のむ	喝
乗る	のる	搭乘
歯	は	牙齒
パーティー	パーティー	派對
はい	はい	是、好
～杯	～はい	～杯
灰皿	はいざら	菸灰缸
入る	はいる	進入；裝有
葉書	はがき	明信片
はく	はく	穿（下半身衣物、鞋襪）
箱	はこ	盒子、箱子
橋	はし	橋
箸	はし	筷子
始まる	はじまる	開始（自動詞）
初め; 始め	はじめ	開始、起初
初めて	はじめて	第一次
走る	はしる	跑
バス	バス	公車；浴室
バター	バター	奶油
二十歳	はたち	二十歲
働く	はたらく	工作
八	はち	八
二十日	はつか	二十天；（每月）二十日
花	はな	花
鼻	はな	鼻子
話	はなし	話；故事
話す	はなす	說、說話
母	はは	（我的）媽媽
早い	はやい	早的
速い	はやい	快的
春	はる	春天
貼る	はる	貼
晴れ	はれ	晴天
晴れる	はれる	放晴
半	はん	半
晩	ばん	晚上
～番	～ばん	第～號
パン	パン	麵包
ハンカチ	ハンカチ	手帕
番号	ばんごう	號碼
晩御飯	ばんごはん	晚餐
半分	はんぶん	一半
東	ひがし	東方
～匹	～ひき	～隻（小動物）
引く	ひく	拉；減
弾く	ひく	彈（樂器）
低い	ひくい	低的；矮的
飛行機	ひこうき	飛機
左	ひだり	左邊
人	ひと	人
一つ	ひとつ	一個
一月	ひとつき	一個月
一人	ひとり	一個人
暇	ひま	空閒
百	ひゃく	百
病院	びょういん	醫院
病気	びょうき	生病、疾病
平仮名	ひらがな	平假名
昼	ひる	中午；白天
昼御飯	ひるごはん	午餐
広い	ひろい	寬敞的
フィルム	フィルム	底片
封筒	ふうとう	信封
プール	プール	游泳池
フォーク	フォーク	叉子
吹く	ふく	吹
服	ふく	衣服
二つ	ふたつ	兩個
豚肉	ぶたにく	豬肉
二人	ふたり	兩個人
二日	ふつか	兩天；（每月）二日
太い	ふとい	粗的
冬	ふゆ	冬天
降る	ふる	（雨、雪）下
古い	ふるい	舊的
～分	～ふん	～分鐘
文章	ぶんしょう	文章
ページ	ページ	頁
下手	へた	不擅長、笨拙
ベッド	ベッド	床
ペット	ペット	寵物
部屋	へや	房間
辺	へん	附近、一帶
ペン	ペン	筆
勉強	べんきょう (する)	讀書、學習
便利	べんり	方便的
帽子	ぼうし	帽子
ボールペン	ボールペン	原子筆
外	ほか	其他
ポケット	ポケット	口袋
欲しい	ほしい	想要
ポスト	ポスト	郵筒；職位
細い	ほそい	細的
ボタン	ボタン	鈕扣；按鈕
ホテル	ホテル	飯店
本	ほん	書
～本	～ほん	～支、～瓶（細長物）
本棚	ほんだな	書架
本当	ほんとう	真的
～枚	～まい	～張、～件（薄平物）
毎朝	まいあさ	每天早上
毎月	まいげつ; まいつき	每個月
毎週	まいしゅう	每週
毎日	まいにち	每天
毎年	まいねん; まいとし	每年
毎晩	まいばん	每晚
前	まえ	前面；以前
～前	～まえ	～之前；～前面
曲る	まがる	轉彎；彎曲
まずい	まずい	難吃的；不妙
また	また	又、再；還有
まだ	まだ	還、尚未
町	まち	城鎮
待つ	まつ	等
まっすぐ	まっすぐ	直直地、筆直
マッチ	マッチ	火柴
窓	まど	窗戶
丸い; 円い	まるい	圓的
万	まん	萬
万年筆	まんねんひつ	鋼筆
磨く	みがく	刷（牙）；擦亮
右	みぎ	右邊
短い	みじかい	短的
水	みず	水
店	みせ	店
見せる	みせる	給…看
道	みち	路；道路
三日	みっか	三天；（每月）三日
三つ	みっつ	三個
緑	みどり	綠色
皆さん	みなさん	大家
南	みなみ	南方
耳	みみ	耳朵
見る	みる	看
みんな	みんな	大家、全部
六日	むいか	六天；（每月）六日
向こう	むこう	對面、那邊
難しい	むずかしい	困難的
六つ	むっつ	六個
村	むら	村子
目	め	眼睛
メートル	メートル	公尺
眼鏡	めがね	眼鏡
もう	もう	已經；再
木曜日	もくようび	星期四
もしもし	もしもし	喂（講電話時）
持つ	もつ	拿；擁有
もっと	もっと	更
物	もの	東西
門	もん	大門
問題	もんだい	問題
～屋	～や	～店
八百屋	やおや	蔬果店
野菜	やさい	蔬菜
易しい	やさしい	簡單的
安い	やすい	便宜的
休み	やすみ	休假；休息
休む	やすむ	休息；請假
八つ	やっつ	八個
山	やま	山
やる	やる	做；給（晚輩、動物）
夕方	ゆうがた	傍晚
夕飯	ゆうはん	晚飯
郵便局	ゆうびんきょく	郵局
昨夜	ゆうべ	昨晚
有名	ゆうめい	有名的
雪	ゆき	雪
ゆっくりと	ゆっくりと	慢慢地、悠閒地
八日	ようか	八天；（每月）八日
洋服	ようふく	西式服裝
よく	よく	常常；好好地
横	よこ	旁邊；橫向
四日	よっか	四天；（每月）四日
四つ	よっつ	四個
呼ぶ	よぶ	叫；邀請
読む	よむ	讀、閱讀
夜	よる	晚上
弱い	よわい	弱的
来月	らいげつ	下個月
来週	らいしゅう	下週
来年	らいねん	明年
ラジオ	ラジオ	收音機
ラジオカセ	ラジオカセ	收錄音機
りっぱ	りっぱ	出色的、氣派的
留学生	りゅうがくせい	留學生
両親	りょうしん	父母
料理	りょうり	料理、做菜
旅行	りょこう	旅行
零	れい	零
冷蔵庫	れいぞうこ	冰箱
レコード	レコード	唱片
レストラン	レストラン	餐廳
練習	れんしゅう (する)	練習
廊下	ろうか	走廊
六	ろく	六
ワイシャツ	ワイシャツ	白襯衫
若い	わかい	年輕的
分かる	わかる	懂、明白
忘れる	わすれる	忘記
私	わたし	我
私	わたくし	我（正式）
渡す	わたす	交給、遞交
渡る	わたる	渡過、穿越
悪い	わるい	壞的、不好的
